Date,Event,Type,Location,Source,URL,Sl. No,Month,Date.1,Month.1,Year,Country,Type of Event,Place Name,Impact,Affected Population,Important Person/Group Responsible,Outcome
28/05/2020,"India reported another record single day jump of more than 6,500 cases, bringing the country’s total number of confirmed cases to 158,333, even as the two-month lockdown was due to ease on May 31.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
28/05/2020,"The Philippines saw its highest daily spike in coronavirus cases, but President Rodrigo Duterte pressed ahead with easing one of the world's toughest and longest lockdowns.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
28/05/2020,New York Gov. Andrew Cuomo announced that he is signing an executive order authorizing businesses to deny entry to people who do not wear a mask or face covering.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
29/05/2020,New Zealand celebrated one week without a new coronavirus case in the country.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
29/05/2020,"New Jersey Gov. Phil Murphy announced that he will be signing an executive order allowing child care services, non-contact organized sports, and youth day camps to resume over the next several weeks. Child care centers will be able to reopen on June 15, non-contact sport activities can restart on June 22, and summer programs can begin on July 6, he said.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
29/05/2020,The CDC reported that the coronavirus began quietly spreading in the U.S. as early as late January — before President Trump blocked air travel from China and a full month before community spread was first detected in the country.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
29/05/2020,New York Gov. Andrew Cuomo said New York City is on track to begin Phase I reopening on June 8.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
29/05/2020,"Italy’s government said it will allow inter-regional travel starting on June 3, as the country’s health ministry reported no critical virus infection spikes in any region of the country.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
29/05/2020,"Pakistan’s Civil Aviation Authority said it will allow international flights to resume on May 30, after largely closing its airspace to commercial flights in March to curb the coronavirus outbreak.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
30/05/2020,The mayor of Colombia’s capital announced plans to shut down one of the city’s largest neighborhoods as cases there continue to rise. Mayor Claudia Lopez said that starting June 1 the working-class Kennedy area of Bogota — home to nearly 1.5 million people — will be under a strict quarantine.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
30/05/2020,Los Angeles Mayor Eric Garcetti said that all of the city's COVID-19 testing centers were closed as of 3 p.m. local time due to protests in the city.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
30/05/2020,The European Union called on the U.S. to reconsider the decision to sever ties with the World Health Organization over its handling of the coronavirus pandemic.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
30/05/2020,"Government employees in Iran returned to work as President Hassan Rouhani announced that mosques can resume daily prayers throughout the country, even though some areas are seeing high levels of virus infections.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
30/05/2020,"Taiwan's government said that it had approved Gilead Sciences' potential COVID-19 treatment, remdesivir, to treat the illness caused by the coronavirus.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
30/05/2020,"India registered another record single-day jump of 7,964 virus cases and 265 deaths, a day before the two-month lockdown was set to end. The Health Ministry put the total number of confirmed cases at 173,763 with 4,971 deaths.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
31/05/2020,"As thousands of Americans gathered in cities across the country to protest the in-custody death of George Floyd in Minneapolis, infectious disease experts worried that the large crowds and lack of social distancing could cause catastrophic setbacks for controlling the spread of the coronavirus.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
31/05/2020,"Global coronavirus cases surpassed 6 million, according to Johns Hopkins University data, as the death toll worldwide neared 370,000.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
31/05/2020,Rwanda's ministry of health reported the East African nation's first death caused by the coronavirus. The country had 359 confirmed cases nationwide.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
31/05/2020,"China reported two new cases of COVID-19, bringing its total to 83,001. Both cases were imported ones in the Shandong province, south of Beijing. No new domestic cases had been reported for a week, and the country’s official death toll remained at 4,634.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
31/05/2020,"Pope Francis delivered his first address in three months from his window overlooking St. Peter's Square, as Italy's lockdown drew to an end. Francis said that people are more important than the economy, as countries decide how quickly to reopen their countries from coronavirus lockdowns.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
31/05/2020,"Florida reported more than 2,100 positive coronavirus cases in two days, bringing the state's total number of cases to 55,424. The state’s death toll as a result of the virus was 2,447.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
31/05/2020,"South Korea reported 27 new cases, 21 of which were recorded in the densely-populated Seoul metropolitan area where officials have been working to stem transmissions linked to nightclub-goers and warehouse workers.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,The Congressional Budget Office said that the U.S. economy could be $15.7 trillion smaller over the next decade than it otherwise would have been if Congress does not mitigate the economic damage from the coronavirus.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,Spain reported no deaths in a 24-hour period from the new coronavirus for the first time since March.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,Gilead Sciences Inc. said its antiviral drug remdesivir showed improvement in patients with moderate COVID-19 in a late-stage study.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,Eli Lilly started the first COVID-19 antibody treatment trials in humans. The treatment uses what are known as monoclonal antibodies made from people who were sick with the coronavirus. They are meant to work as natural antibodies do in the body by blocking the virus.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,"India's cases of coronavirus surpassed 190,000, overtaking France to become seventh highest in the world, as the government eased back on most restrictions after a two-month-long lockdown that left millions without work.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,"China said the United States was ""addicted to quitting"" following a U.S. decision to leave the World Health Organization and added that the withdrawal reveals a pursuit of power politics and unilateralism.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,"Russia recorded more than 400,000 total coronavirus infections — with only Brazil and the U.S. recording more — as the epidemic grew in regions outside of Moscow.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,"Coronavirus restrictions were eased in many countries from Asia to Europe, even as U.S. protests against police brutality sparked fears of new outbreaks.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
01/06/2020,"South Africa began lifting some coronavirus lockdown restrictions as people were allowed to leave home for work, worship or shopping. Schools were due to open, but remained closed following a reversal from the Education Ministry.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
02/06/2020,"As mass protests continued across the U.S., a meta-analysis published in The Lancet found that social distancing is the most effective way to slow the spread of the coronavirus — more so than face coverings and eye protection.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
02/06/2020,"Wuhan registered no new asymptomatic infections for the first time following tests of more than 60,000 people, according to the city's municipal health commission.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
02/06/2020,"Confirmed coronavirus infections passed the 150,000 mark on the African continent, according to the World Health Organization. The continent’s worst affected nation was South Africa, with 35,000 cases.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154341,,,,,,,,,,,,
